Timestamp,Gender ,Age ,1.     Marital Status:,  Are your parents together or separated?  ,1.     Have you experienced domestic abuse or family violence?,1.     Has a parent or close family relative or love ones  died in the last 12 months?,1.     Have you recently ended a romantic relationship?,8.     What is your highest level of education?,8.     What is your current employment status?,8.     Please indicate the highest level of schooling completed by your mother:,8.     Please indicate the highest level of schooling completed by your Father:,8.     How often do you exercise or walk ?,"8.     If given a choice between a healthy meal and junk food, which would you pick?",8.     How many times a week do you eat home-cooked meals instead of fast food?,"8.     Do you prefer sugary drinks (e.g., soda, energy drinks) over water or fresh juices?",8.     Has anyone in your family been diagnosed with psychological condition   ?,  How happy are you with your living situation?  ,8.     What field did you choose for your studies?,8.     Are you satisfied with your choice to pursue this degree program?,20.Do you consider your course load stressful?,21.Do you feel stressed about your current financial situation? Why?,  How often do you feel worried or nervous?  , Do you find yourself worrying excessively about different things, How difficult is it for you to control your worries?,"Do you experience physical symptoms like sweating, shaking, or a racing heartbeat when anxious?",  Do you feel uneasy or find it hard to relax?  ,How often do you find it hard to concentrate or focus ?,Do you avoid social situations because of fear or nervousness?,  Have you ever felt sudden fear or panic (panic attrack )?  ,"  Does your anxiety make daily life, work, or relationships harder?  "," How often do you feel like something bad is going to happen, even if there’s no clear reason?",How often do you feel sad or down?,Do you feel hopeless about the future?,  How often do you feel bad about yourself or guilty?  ,Do you enjoy the things you used to love doing?,Do you have trouble sleeping?,  Do you feel like crying more than before?  ,Do you feel restless or slowed down?,Have you had thoughts about harming yourself?,How is your energy level?,How is your appetite?,  How often have you felt upset because something unexpected happened? ,How often have you felt like you couldn’t control the important parts of your life? ,How often have you felt nervous and stressed? ,How often have you felt confident in solving your personal problems? ,How often have you felt like things were going well for you? ,  How often do you feel like you have too much to do and can't handle it?  ,How often have you been able to stay calm and control your anger when something irritated you? ,How often have you felt like you were in control of your life and responsibilities? ,How often have you felt angry because things happened that were out of your control? ,How often have you felt like your problems were too big to handle?
3/27/2025 11:44:25,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,School,Master’s,1-2 times a week,Mostly junk food,Almost every day,Sometimes,No,Very happy,FinTech ,Yes,No,Yes,Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",I have lost my appetite completely OR I eat too much.,Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time)
3/27/2025 11:44:32,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Fcps part 1,Phd,Never,Mostly healthy meal,Almost every day,Sometimes,No,Very happy,Computer science ,Yes,Yes,Nope,Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 11:44:56,Female,26-35,"Single, never married",Both parents are together but reside separately mostly for some reasons,Yes,No,No,In bachelors,Student + Employed,School,School,Not regularly ,Mostly healthy meal,3-5 times,Never,No,Very happy,Computer science,Yes,A little,Yes. More expenditure than income.,Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),"Low (Often feel tired, low energy)",My appetite is normal.,A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all)
3/27/2025 11:46:19,Male,18-25,"Single, never married",Not married bhai 😭,No,No,Rozay ma one sided tha 😭,In bachelors,Unemployed,Master’s,Master’s,1-2 times a week,Always junk food,Almost every day,Sometimes,Me only,Very happy,EE,Yes,No,Yes alot . Bhai AI job kha ra h 😭,A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all)
3/27/2025 11:46:26,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),Yes,No,No,In bachelors,Student,Master’s,Master’s,1-2 times a week,Mostly healthy meal,3-5 times,Sometimes,No,Pretty happy,Financial Technology ,Yes,Yes,"No, never stressed.",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",My appetite is normal.,Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes)
3/27/2025 11:47:19,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),Yes,No,No,In bachelors,Student,College,School,3-5 times a week,Mostly junk food,Almost every day,Often,No,A little unhappy,BSCS,Yes,Yes,"Very stressed about it , don't wanna disclose ",Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",My appetite is normal.,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 11:48:45,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Unemployed,Bachelor’s,Master’s,1-2 times a week,Mostly junk food,Almost every day,Never,No,Very happy,CS,Yes,No,No,A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 11:49:12,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,Bachelor’s,Bachelor’s,0 times a week,Always healthy meal,Almost every day,Never,No,A little unhappy,Business Analytics ,No,No,No,Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",I eat a little less than usual.,Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time)
3/27/2025 11:51:05,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student + Employed,Bachelor’s,Phd,3-5 times a week,Mostly healthy meal,Almost every day,Sometimes,No,A little unhappy,Computer Science ,Yes,Yes,,Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day)
3/27/2025 11:55:27,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,Collage,Student,Bachelor’s,Bachelor’s,5-6 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Business analytics ,Yes,No,Sometimes ,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time)
3/27/2025 11:56:09,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student + Employed,College,Master’s,5-6 times a week,Mostly healthy meal,Almost every day,Never,No,Very happy,Software Engineering ,Yes,No,"Yes, Because I think I wasting my dad money 💰",Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes),"Low (Often feel tired, low energy)",I do not feel hungry at all OR I overeat all the time.,A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes)
3/27/2025 11:56:37,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student + Employed,Bachelor’s,Bachelor’s,I did before but now I have left it,Mostly healthy meal,Almost every day,Sometimes,Yes,Very happy,Computer Science ,Yes,Yes,"No, I am happy Alhamdulillah ",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),High (Feel active and energetic most of the time),My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 11:58:56,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,Yes,Collage,Student + Employed,College,Master’s,2-3 times a week,Mostly junk food,1-2 times,Sometimes,No,Pretty happy,Business analytics ,Yes,Yes,Yesss because university fee is much to afford ,Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",I have lost my appetite completely OR I eat too much.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 11:59:15,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,Yes,Collage,Student + Employed,Master’s,Bachelor’s,1-2 times a week,Mostly junk food,Almost every day,Sometimes,No,Pretty happy,Computer science,No,Yes,"Yes, i want to support my parents thats why i took a job which requires me to work 4-5 hours daily but now i can’t manage my univsersity load and work load due to which my GPA has significantly dropped in previous 2 semesters. To summarize if i leave job my needs are not completed if i have job i cant give time to university ",Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 12:01:13,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),Yes,Yes,No,In bachelors,Student,College,Bachelor’s,3-5 times a week,Mostly junk food,Almost every day,Sometimes,No,A little unhappy,Artificial intelligence ,Yes,Yes,Yes,A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",I eat a little less than usual.,Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 12:02:22,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),Yes,No,No,In bachelors,Employed,Master’s,Master’s,3-5 times a week,Mostly healthy meal,Almost every day,Never,Yes,Pretty happy,software engineering,Yes,Yes,Want be rich quick its new trend asan otherwise you are considered useless by romantic interests and friends,A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),High (Feel active and energetic most of the time),I am on a gym diet,Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time)
3/27/2025 12:03:10,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,Bachelor’s,Never,Mostly junk food,3-5 times,Sometimes,No,Very happy,Business analytics ,No,No,"Yes a little bit, because my father is the only head of the household and we are three siblings, he is responsible for our everything.",A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",I eat a little less than usual.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time)
3/27/2025 12:05:09,Male,18-25,In a relationship,Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Never went to school ,School,3-5 times a week,Mostly junk food,Almost every day,Sometimes,No,Not happy at all,Electrical engineering,Yes,Yes,Yes,Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),"Low (Often feel tired, low energy)",My appetite is normal.,Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time)
3/27/2025 12:16:54,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,School,Master’s,3-5 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Cs,Yes,Yes,"Yes, i have to pay family loan",Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),"Low (Often feel tired, low energy)",I eat a little less than usual.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 12:19:39,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,One-sided,In bachelors,Student + Employed,School,College,1-2 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Computer Science ,Yes,Yes,"I am doing my bachelor's on study loan (qarz e hasna), and also have to cover other financial loans. Quite stressed but InShaaAllah it will be covered. I am just feeling stressed which I don't know why. ",Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),"Very low (Always tired, no energy)",I have lost my appetite completely OR I eat too much.,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day)
3/27/2025 12:19:49,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,Bachelor’s,Master’s,I don't ,Mostly junk food,Almost every day,Sometimes,No,A little unhappy,Computer science ,Yes,Yes,,Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),"Low (Often feel tired, low energy)",I eat a little less than usual.,A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time)
3/27/2025 12:26:55,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),Yes,No,Yes,In bachelors,Student,Mbbs doctor,Mbbs doctor,No,Depends on mood,Hostel food,Often,Yes,Not happy at all,Cyber security,Yes,Yes,"Yes, feel like I can't do anything",Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),"Low (Often feel tired, low energy)",I do not feel hungry at all OR I overeat all the time.,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day)
3/27/2025 12:38:27,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student + Employed,College,College,3-5 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Artificial Intelligence ,Yes,No,"Alhumdullilah never, generational wealth",A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/27/2025 12:40:32,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,Collage,Student,Master’s,Bachelor’s,1-2 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Data Sciences,Yes,Yes,,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",My appetite is normal.,Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day)
